gene,IRRP1,IRRP2,IRRP3,RP1,RP2,RP3,V1,V2,V3
ENSMUSG00000002342,654,798,1026,1131,1463,1211,663,1168,836
ENSMUSG00000002343,498,349,360,509,657,584,299,323,303
ENSMUSG00000002345,267,218,230,276,376,316,232,264,190
ENSMUSG00000002346,106,289,280,446,507,575,239,343,240
ENSMUSG00000002365,866,1276,1546,1188,1715,1356,1506,1365,1271
ENSMUSG00000002372,3107,3146,3374,3937,3570,4084,3083,3903,3251
ENSMUSG00000002379,3640,1330,1466,1886,1603,1902,1736,1798,1687
ENSMUSG00000002384,0,0,1,2,0,4,0,1,2
ENSMUSG00000002393,3779,2040,1717,1164,1926,1135,2371,1992,1760
ENSMUSG00000002395,1151,705,829,582,1113,798,776,813,658
ENSMUSG00000002396,265,339,458,357,481,411,416,367,350
ENSMUSG00000002409,123,160,177,196,278,258,182,173,127
ENSMUSG00000002413,212,1205,1118,1695,1629,1641,729,1651,1106
ENSMUSG00000002416,1859,696,974,1108,633,1039,1217,1025,817
ENSMUSG00000002428,506,632,883,769,985,911,692,782,724
ENSMUSG00000002455,1993,2538,2384,3037,2659,2942,2290,2951,2303
ENSMUSG00000002458,1219,822,948,1188,863,1157,911,851,834
ENSMUSG00000002459,0,4,0,0,0,0,0,0,0
ENSMUSG00000002475,82,66,54,58,73,50,62,70,39
ENSMUSG00000002477,4626,2790,2833,1502,3981,2017,3851,2716,2637
ENSMUSG00000002486,196,256,292,271,464,304,236,260,183
ENSMUSG00000002489,321,1065,1168,956,1528,1325,571,960,924
ENSMUSG00000002496,2433,2463,2548,4317,4093,4723,2109,3295,2373
ENSMUSG00000002500,6,10,1,1,6,2,8,0,2
ENSMUSG00000002504,879,829,849,775,1037,840,1100,832,744
ENSMUSG00000002524,6054,5614,5494,5019,5592,5577,5343,5090,4482
ENSMUSG00000002546,899,2218,2175,2199,2377,2623,1712,2100,2065
ENSMUSG00000002550,894,1391,1662,1408,1344,1579,1126,1488,1082
ENSMUSG00000002565,5,4,12,6,2,7,1,2,6
ENSMUSG00000002578,29,170,47,377,42,244,84,137,110
ENSMUSG00000002580,679,288,394,471,253,425,516,413,380
ENSMUSG00000002588,1,2,3,6,5,9,3,3,2
ENSMUSG00000002602,862,2633,3394,3297,4137,3516,2167,3076,2413
ENSMUSG00000002603,817,918,1554,953,1076,911,841,911,726
ENSMUSG00000002608,333,883,890,853,1286,1103,729,862,724
ENSMUSG00000002617,186,94,103,284,283,223,74,198,89
ENSMUSG00000002625,944,1028,991,1601,1234,1571,786,1202,942
ENSMUSG00000002633,0,0,0,0,0,0,0,0,0
ENSMUSG00000002635,341,324,375,487,450,557,409,485,410
ENSMUSG00000002658,1651,1578,1633,2332,1638,2233,1743,1878,1718
ENSMUSG00000002660,2237,1069,1110,1495,1071,1463,1490,1575,1319
ENSMUSG00000002661,606,166,232,188,211,208,213,256,217
ENSMUSG00000002664,7,2,6,2,9,4,6,9,14
ENSMUSG00000002668,11,37,230,53,98,55,8,18,18
ENSMUSG00000002679,499,388,420,366,474,351,376,298,324
ENSMUSG00000002688,0,0,1,1,4,4,0,0,0
ENSMUSG00000002699,37,84,441,186,232,199,87,83,52
ENSMUSG00000002718,1827,4173,4196,4766,4583,4803,4437,5613,4670
ENSMUSG00000002728,659,1085,1267,1249,1073,1314,1080,1438,1105
ENSMUSG00000002731,500,623,576,685,544,625,647,689,561
ENSMUSG00000002732,294,242,276,467,362,394,395,252,208
ENSMUSG00000002733,417,663,718,894,856,842,576,800,636
ENSMUSG00000002741,2047,2129,2211,1621,2269,1779,1964,2004,1604
ENSMUSG00000002748,2345,6422,6456,6817,8332,7755,4682,7195,5595
ENSMUSG00000002763,2950,1744,1592,1763,2426,1917,1478,1909,1562
ENSMUSG00000002767,2563,1329,1313,1616,1706,1662,1452,1722,1492
ENSMUSG00000002768,880,723,740,1075,652,900,815,873,772
ENSMUSG00000002769,3,0,6,10,6,2,2,9,10
ENSMUSG00000002771,12,40,32,28,125,39,56,41,40
ENSMUSG00000002778,1183,1204,1357,1346,1517,1485,1667,1639,1312
ENSMUSG00000002781,97,226,174,148,287,166,253,212,199
ENSMUSG00000002791,3,2,9,4,2,14,4,10,10
ENSMUSG00000002797,623,220,281,456,295,429,348,331,286
ENSMUSG00000002799,225,336,503,349,438,408,440,134,233
ENSMUSG00000002803,66,179,194,160,153,145,233,206,177
ENSMUSG00000002804,304,127,150,93,170,146,164,68,106
ENSMUSG00000002808,463,572,626,521,678,613,687,572,524
ENSMUSG00000002812,3819,2202,2863,3328,2461,3318,2069,2543,2488
ENSMUSG00000002814,258,572,489,797,771,774,435,614,486
ENSMUSG00000002820,512,509,515,515,411,571,383,414,497
ENSMUSG00000002825,1112,575,568,603,665,685,611,645,553
ENSMUSG00000002831,4,7,4,3,4,18,5,0,5
ENSMUSG00000002833,4379,2809,2542,3021,3635,2810,1854,2386,2057
ENSMUSG00000002835,1598,2481,2450,3764,3091,3894,2349,3671,2884
ENSMUSG00000002844,1702,1553,1949,1394,1648,1582,1520,1861,1481
ENSMUSG00000002845,1129,1019,1038,854,1481,1022,721,1084,882
ENSMUSG00000002846,586,609,590,308,505,421,519,608,456
ENSMUSG00000002847,40,21,26,28,230,47,5,13,10
ENSMUSG00000002870,1268,3452,3466,5731,5249,5711,4520,4859,4220
ENSMUSG00000002871,260,328,341,546,800,663,493,609,355
ENSMUSG00000002881,596,1752,1749,1761,1639,1839,962,1720,1325
ENSMUSG00000002885,101,313,481,375,766,516,242,233,240
ENSMUSG00000002897,262,349,475,520,611,554,314,566,478
ENSMUSG00000002900,2536,4593,4720,6720,6867,7046,2979,3826,3084
ENSMUSG00000002908,50,83,102,80,232,118,175,138,132
ENSMUSG00000002910,294,346,383,223,773,299,217,224,182
ENSMUSG00000002930,0,0,0,0,0,0,0,0,0
ENSMUSG00000002944,49,146,263,781,732,794,590,362,385
ENSMUSG00000002948,2610,4933,5238,4683,3305,4252,7141,7362,6292
ENSMUSG00000002949,4463,5607,5648,4955,3690,4813,10261,9331,8393
ENSMUSG00000002957,1182,2593,3287,3058,4139,3351,2395,2747,2388
ENSMUSG00000002963,375,237,419,330,366,350,396,368,316
ENSMUSG00000002968,698,2019,1850,2631,3043,2718,1961,2487,2072
ENSMUSG00000002980,36,70,130,36,210,50,70,57,54
ENSMUSG00000002981,744,1901,2290,2725,2994,2800,2409,2528,2015
ENSMUSG00000002983,436,452,611,399,414,428,589,770,514
ENSMUSG00000002984,3668,3215,3033,2826,3542,3200,2892,3119,2575
ENSMUSG00000002985,8196,3967,32537,5706,6824,5851,5794,3243,3423
ENSMUSG00000002992,0,0,9,0,2,3,0,1,3
ENSMUSG00000002996,498,1403,1670,1979,2270,1820,1590,1780,1480
ENSMUSG00000002997,517,1213,1139,837,1528,1060,1163,984,861
ENSMUSG00000003031,1516,2746,2830,2122,4092,2702,2962,2765,2318
ENSMUSG00000003032,229,748,1068,397,1264,643,245,262,247
ENSMUSG00000003033,662,1562,1602,1604,2013,1607,1352,1513,1377
ENSMUSG00000003037,412,1532,1681,1720,1396,1469,1484,1944,1127
ENSMUSG00000003038,26043,16116,16200,13655,18473,13950,14865,13521,12287
ENSMUSG00000003039,778,738,970,485,988,640,628,590,546
ENSMUSG00000003051,674,456,467,187,685,309,852,462,456
ENSMUSG00000003053,0,0,0,0,0,0,0,0,0
ENSMUSG00000003062,379,247,378,223,326,251,323,193,201
ENSMUSG00000003068,3271,1615,2058,2513,2273,2676,1783,2430,1972
ENSMUSG00000003070,146,216,232,376,259,356,374,357,286
ENSMUSG00000003072,8793,4055,4224,5682,4070,5549,5651,5583,4912
ENSMUSG00000003099,1355,2303,2563,2807,2999,2980,2224,2655,2338
ENSMUSG00000003119,143,1044,1052,1652,1421,1709,910,1837,1339
ENSMUSG00000003123,193,209,280,211,478,226,124,167,99
ENSMUSG00000003131,1104,2287,2895,3316,2963,3706,2186,3139,2286
ENSMUSG00000003134,433,1170,1333,606,1145,709,951,1101,854
ENSMUSG00000003135,1184,1011,1149,1085,1304,1212,1103,1199,1132
ENSMUSG00000003153,196,678,735,1444,873,1312,896,1568,1301
ENSMUSG00000003154,167,388,493,434,567,584,376,447,334
ENSMUSG00000003161,774,674,1015,1049,860,986,898,809,513
ENSMUSG00000003166,1600,3200,3424,3084,4181,3122,2909,3411,2736
ENSMUSG00000003184,495,383,620,540,738,668,461,549,480
ENSMUSG00000003190,298,331,332,355,435,374,441,461,372
ENSMUSG00000003198,75,111,109,145,136,191,123,131,115
ENSMUSG00000003199,1770,1178,1205,1018,1185,1244,1244,1554,1211
ENSMUSG00000003200,1541,2297,2411,2451,2381,2413,2257,2769,2295
ENSMUSG00000003206,13,15,98,44,35,29,13,13,2
ENSMUSG00000003208,276,292,329,335,271,381,290,327,300
ENSMUSG00000003226,625,1987,2188,3748,3418,3547,1488,3560,2257
ENSMUSG00000003227,32,60,62,11,16,22,102,11,39
ENSMUSG00000003228,141,209,257,350,370,320,196,346,229
ENSMUSG00000003233,480,1711,1688,1126,1743,1443,1141,1474,1321
ENSMUSG00000003234,1563,1569,1113,1141,1503,1295,1065,1460,1041
ENSMUSG00000003235,3433,2342,2365,1703,2327,1748,2145,2028,2038
ENSMUSG00000003269,1665,924,993,896,1238,1014,1001,945,884
ENSMUSG00000003271,55,68,75,76,52,91,92,53,40
ENSMUSG00000003273,96,168,184,260,293,199,149,160,152
ENSMUSG00000003279,0,3,4,1,0,7,0,4,2
ENSMUSG00000003282,0,2,29,6,2,7,0,11,6
ENSMUSG00000003283,39,55,219,106,112,95,50,53,57
ENSMUSG00000003299,1793,1568,1615,1324,1595,1368,1481,1510,1366
ENSMUSG00000003308,1184,1913,2054,1277,1625,1361,1866,1771,1356
ENSMUSG00000003309,0,0,0,5,8,7,0,0,0
ENSMUSG00000003316,371,3098,3524,4214,5263,4701,2264,3573,2715
ENSMUSG00000003341,2,15,22,9,15,49,6,14,9
ENSMUSG00000003344,565,1092,1246,512,1379,854,1096,1175,985
ENSMUSG00000003345,3224,2916,2841,2606,3192,2890,2773,3446,2910
ENSMUSG00000003346,3209,1337,1364,1592,1428,1570,1588,1646,1480
ENSMUSG00000003348,242,440,547,378,483,538,376,496,351
ENSMUSG00000003352,626,1504,1468,1039,2279,1288,1834,1522,1291
ENSMUSG00000003354,15,18,15,25,19,21,27,31,19
ENSMUSG00000003355,3207,1258,1416,1320,1516,1442,1522,1382,1193
ENSMUSG00000003360,2472,4470,4277,4664,4829,4945,3560,3816,3371
ENSMUSG00000003363,1162,1276,1842,2309,1508,2287,1489,1448,1299
ENSMUSG00000003378,1317,1307,1148,1542,2197,1727,1082,1301,1389
ENSMUSG00000003379,0,6,9,6,12,13,3,3,10
ENSMUSG00000003380,1845,791,971,937,809,984,1237,849,743
ENSMUSG00000003382,142,675,936,977,1247,1075,542,965,682
ENSMUSG00000003402,5043,3072,3256,2639,2732,2638,2745,2470,2443
ENSMUSG00000003410,3,3,4,1,9,2,0,2,6
ENSMUSG00000003411,3,15,13,45,52,46,3,6,1
ENSMUSG00000003418,0,2,16,4,7,5,0,0,5
ENSMUSG00000003420,1939,1152,2102,1229,2033,1420,1467,1593,1322
ENSMUSG00000003421,1115,1027,1220,1208,1257,1451,1033,1235,1008
ENSMUSG00000003423,886,530,562,642,543,693,839,610,570
ENSMUSG00000003429,8029,9428,10383,13010,10667,13570,12221,13021,10758
ENSMUSG00000003435,1048,3326,3624,4015,4102,4397,3103,4422,3351
ENSMUSG00000003436,0,2,1,14,2,5,14,5,8
ENSMUSG00000003437,1980,1055,1368,1349,1391,1388,915,1178,905
ENSMUSG00000003438,2867,1943,2096,2500,2177,2751,2290,2281,2115
ENSMUSG00000003444,541,416,456,545,396,500,538,511,438
ENSMUSG00000003452,151,645,660,633,1028,911,509,833,625
ENSMUSG00000003458,564,1380,1514,1596,2199,1693,1332,1965,1442
ENSMUSG00000003464,760,1401,1525,1739,1712,1836,1440,2081,1676
ENSMUSG00000003469,14,41,22,111,62,87,19,15,17
ENSMUSG00000003476,0,2,0,2,0,0,1,0,0
ENSMUSG00000003477,3,0,4,0,26,5,0,0,0
ENSMUSG00000003484,93,13,136,10,82,30,21,8,11
ENSMUSG00000003500,1439,2212,2115,3034,2164,2954,2594,2960,2355
ENSMUSG00000003505,0,0,0,0,0,0,0,0,0
ENSMUSG00000003518,149,520,831,927,734,1075,812,1017,886
ENSMUSG00000003526,249,178,303,190,354,305,509,370,316
ENSMUSG00000003527,566,1106,1062,939,1304,1043,762,1109,898
ENSMUSG00000003528,1658,1760,1729,891,1419,974,1527,1633,1389
ENSMUSG00000003531,3184,1323,1295,847,1278,942,1707,1250,1243
ENSMUSG00000003534,714,2054,2372,2261,2048,2358,2545,3046,2652
ENSMUSG00000003541,260,191,222,349,138,232,289,944,773
ENSMUSG00000003545,133,546,528,252,261,293,171,455,314
ENSMUSG00000003546,715,734,869,705,766,749,606,793,734
ENSMUSG00000003549,375,291,363,343,334,322,350,263,264
ENSMUSG00000003555,0,0,3,2,0,1,1,0,0
ENSMUSG00000003559,467,448,468,238,434,336,544,561,494
ENSMUSG00000003573,527,854,1008,973,1275,1132,956,1091,933
ENSMUSG00000003575,441,1273,1186,1184,1882,1421,814,1269,997
ENSMUSG00000003581,253,255,340,167,342,259,206,300,304
ENSMUSG00000003585,22,63,74,9,42,41,43,13,27
ENSMUSG00000003604,590,496,538,454,602,337,414,399,343
ENSMUSG00000003617,25,276,494,66,215,101,67,293,211
ENSMUSG00000003623,166,554,589,709,619,717,424,538,454
ENSMUSG00000003644,1177,2901,3133,2316,2896,2790,2335,1851,1746
ENSMUSG00000003657,0,0,0,0,0,0,0,1,0
ENSMUSG00000003660,4244,7968,7659,11963,7642,10800,5056,8310,5858
ENSMUSG00000003662,1395,888,848,1363,1063,1290,724,924,1135
ENSMUSG00000003665,128,101,91,35,39,71,12,168,96
ENSMUSG00000003680,348,333,448,511,441,557,509,480,392
ENSMUSG00000003721,200,478,508,318,243,411,260,442,279
ENSMUSG00000003731,718,3085,3139,3603,3932,3656,2643,3465,2954
ENSMUSG00000003746,59,193,681,806,388,788,154,521,362
ENSMUSG00000003752,191,342,301,324,353,352,289,275,295
ENSMUSG00000003762,732,468,512,493,572,632,518,519,480
ENSMUSG00000003778,1211,2832,3051,1778,4735,2570,3078,3582,2862
ENSMUSG00000003779,1781,5266,5122,2907,5642,3431,5327,5082,4463
ENSMUSG00000003808,1686,1883,2135,1877,2288,1963,1752,2210,1720
ENSMUSG00000003809,607,689,567,684,995,769,705,969,686
ENSMUSG00000003810,749,2222,2511,2249,2228,2611,1776,2649,2183
ENSMUSG00000003812,146,234,482,306,509,329,223,299,272
ENSMUSG00000003813,527,1068,1216,659,1490,1053,1182,1446,1264
ENSMUSG00000003814,7837,12692,13393,13314,14102,13522,11364,13040,11426
ENSMUSG00000003824,18,10,29,17,28,16,31,16,11
ENSMUSG00000003847,683,1620,1768,1996,3203,2402,794,2580,1759
ENSMUSG00000003848,2147,1923,1942,1949,2530,2135,1572,1546,1315
ENSMUSG00000003849,51,133,110,83,147,118,119,119,97
ENSMUSG00000003863,62,65,65,70,97,50,58,46,30
ENSMUSG00000003865,826,1440,1468,1994,961,1786,1476,2729,2244
ENSMUSG00000003868,2887,3236,3408,4277,3891,4361,3737,3705,3329
ENSMUSG00000003872,13,18,5,5,13,18,9,1,10
ENSMUSG00000003873,2489,964,1176,1490,1158,1554,1494,1582,1289
ENSMUSG00000003882,15,34,111,109,21,55,52,31,19
ENSMUSG00000003923,1075,902,906,1433,1573,1364,1114,1459,1109
ENSMUSG00000003929,138,454,462,705,775,715,366,635,514
ENSMUSG00000003934,22,93,57,74,178,86,57,103,93
ENSMUSG00000003948,377,645,680,957,793,811,816,883,779
ENSMUSG00000003949,396,1271,1221,1275,1066,1272,1620,2073,1647
ENSMUSG00000003955,3865,2652,3022,2373,1412,2187,2496,3014,2418
ENSMUSG00000003970,90455,30886,34178,37242,35647,39725,39283,36157,32107
ENSMUSG00000003974,0,0,0,0,0,2,0,0,0
ENSMUSG00000003992,288,508,536,965,692,912,780,481,533
ENSMUSG00000004018,243,172,186,135,274,132,270,160,252
ENSMUSG00000004031,0,0,0,0,0,0,0,0,0
ENSMUSG00000004032,2938,1656,1626,1343,2350,1676,1676,1420,1310
ENSMUSG00000004035,126,122,111,41,147,58,56,43,60
ENSMUSG00000004038,0,1,0,0,0,0,0,0,0
ENSMUSG00000004040,896,2069,2626,2694,2350,2612,2136,4845,3760
ENSMUSG00000004043,83,488,503,190,269,355,364,410,468
ENSMUSG00000004044,3555,3815,3661,4572,4479,4676,5114,5303,4847
ENSMUSG00000004054,971,1347,1530,1986,1535,1757,1323,1515,1317
ENSMUSG00000004056,1257,2467,2816,2385,2994,2521,2377,2829,2357
ENSMUSG00000004069,1318,1590,1688,1361,1787,1572,1489,1981,1525
ENSMUSG00000004070,2527,1228,1458,1327,1322,1201,1516,1510,1210
ENSMUSG00000004071,1010,1660,1685,1160,1833,1392,1322,1507,1259
ENSMUSG00000004085,679,1869,1583,1828,2126,1835,1198,1741,1332
ENSMUSG00000004096,2666,1511,1712,1466,1638,1558,1414,1445,1220
ENSMUSG00000004098,449,1080,1027,414,1799,865,449,595,537
ENSMUSG00000004099,3708,5818,6131,6713,7373,7170,4362,6201,5037
ENSMUSG00000004100,3605,3076,3598,3240,3180,3500,2407,2663,2157
ENSMUSG00000004105,349,1217,1212,3311,1734,3024,1191,1383,1220
ENSMUSG00000004110,0,0,2,1,0,0,2,2,3
ENSMUSG00000004113,5,1,45,4,1,22,11,2,1
ENSMUSG00000004127,155,223,290,167,489,309,240,363,411
ENSMUSG00000004151,9,6,61,20,31,26,17,14,12
ENSMUSG00000004187,58,128,149,78,242,184,118,109,67
ENSMUSG00000004207,12159,13093,23690,26402,21321,25177,17613,16065,14435
ENSMUSG00000004221,395,1087,1164,989,712,1125,818,1288,981
ENSMUSG00000004231,0,0,0,0,0,0,0,0,0
ENSMUSG00000004233,182,430,506,453,407,502,449,468,334
ENSMUSG00000004263,885,2976,2867,3163,4277,3481,2202,3147,2854
ENSMUSG00000004264,9404,5980,5931,6792,7315,7064,7521,7137,6618
ENSMUSG00000004266,192,255,877,282,727,355,386,169,239
ENSMUSG00000004267,125,375,393,518,592,503,451,815,713
ENSMUSG00000004268,3728,1595,1762,1880,2089,2014,2070,2155,1846
ENSMUSG00000004270,330,631,619,642,692,700,497,709,583
ENSMUSG00000004285,1635,725,960,1063,786,1085,1125,779,738
ENSMUSG00000004296,0,1,12,3,6,4,2,1,0
ENSMUSG00000004317,140,467,692,1233,351,1077,540,1200,891
ENSMUSG00000004319,286,892,1000,1173,1107,1241,481,751,580
ENSMUSG00000004328,11,8,4,11,78,4,9,2,7
ENSMUSG00000004341,0,0,0,0,0,0,0,0,0
ENSMUSG00000004344,0,0,0,0,0,0,0,0,0
ENSMUSG00000004347,0,1,0,0,2,1,9,1,2
ENSMUSG00000004356,2804,1586,1366,2200,2608,2973,1711,2419,1843
ENSMUSG00000004359,34,29,34,105,28,100,7,15,5
ENSMUSG00000004360,21,61,63,69,90,56,74,61,56
ENSMUSG00000004364,964,2786,2887,2874,3846,2774,2246,3841,3239
ENSMUSG00000004366,0,0,0,0,0,0,0,0,0
ENSMUSG00000004371,19,14,21,9,0,8,17,97,53
ENSMUSG00000004383,405,554,554,759,744,739,646,763,605
ENSMUSG00000004393,2035,1825,1753,1493,1642,1812,1540,1733,1479
ENSMUSG00000004394,909,1063,1189,1142,1157,1253,1438,1181,1030
ENSMUSG00000004415,2,0,1,4,7,8,3,14,10
ENSMUSG00000004446,217,302,379,350,384,429,333,357,327
ENSMUSG00000004451,705,1038,1225,1084,969,1034,1343,1515,1223
ENSMUSG00000004455,8545,6133,6763,6039,7295,5977,5520,7404,5868
ENSMUSG00000004460,1829,1519,1874,1371,1731,1454,1540,1876,1498
ENSMUSG00000004462,221,486,538,489,769,510,343,521,459
ENSMUSG00000004473,11,16,43,15,153,35,32,30,18
ENSMUSG00000004500,81,210,235,267,311,250,192,215,170
ENSMUSG00000004508,48,205,332,303,344,268,169,177,132
ENSMUSG00000004530,1986,3349,3611,3348,3196,3312,2711,3077,2615
ENSMUSG00000004535,2068,3382,3536,3827,5090,4045,3046,3699,3175
ENSMUSG00000004540,0,0,0,0,4,4,0,2,1
ENSMUSG00000004542,0,0,0,0,0,0,0,0,0
ENSMUSG00000004552,0,0,4,0,0,1,2,2,4
ENSMUSG00000004558,2203,2022,2052,1502,2487,1976,1378,1983,1347
ENSMUSG00000004561,387,455,479,489,591,498,481,371,350
ENSMUSG00000004562,7026,2876,2880,2879,4781,3435,1953,3039,2233
ENSMUSG00000004565,687,1301,1324,1250,1427,1577,2004,1901,1508
ENSMUSG00000004567,1892,2065,2244,2328,2645,2238,4301,4657,4433
ENSMUSG00000004568,723,2536,3045,1891,3200,2373,5319,6914,5509
ENSMUSG00000004591,616,1777,1917,2559,3138,2774,1689,3048,2181
ENSMUSG00000004609,15,61,165,54,154,142,85,28,33
ENSMUSG00000004610,2700,1040,1183,1309,1456,1263,1597,1456,1402
ENSMUSG00000004612,14,12,101,20,75,19,11,10,3
ENSMUSG00000004626,2588,1866,1853,1769,1691,1723,3593,2250,2129
ENSMUSG00000004630,132,125,137,41,32,42,556,2,88
ENSMUSG00000004631,166,211,231,263,550,341,390,387,303
ENSMUSG00000004633,102,176,174,671,362,552,210,111,99
ENSMUSG00000004637,147,332,353,337,393,315,320,324,288
ENSMUSG00000004642,3096,1924,2122,2009,2195,2254,1892,2147,1793
ENSMUSG00000004651,35,53,35,33,36,58,17,59,14
ENSMUSG00000004654,0,0,0,0,0,0,0,0,0
ENSMUSG00000004655,450,1171,1473,2654,1828,2505,813,505,375
ENSMUSG00000004661,3,33,27,45,20,23,14,47,27
ENSMUSG00000004665,332,364,717,381,621,471,527,351,326
ENSMUSG00000004667,3524,1953,2028,2684,2179,2696,2296,2344,2073
ENSMUSG00000004668,0,0,2,0,0,0,0,0,3
ENSMUSG00000004677,1408,2243,2891,3013,3767,3076,2043,2435,1945
ENSMUSG00000004698,14,34,71,317,116,290,16,20,21
ENSMUSG00000004707,60,43,240,187,75,177,71,57,49
ENSMUSG00000004709,16,8,61,13,35,20,11,9,25
ENSMUSG00000004730,110,190,2092,676,599,761,464,177,206
ENSMUSG00000004748,295,177,177,132,214,136,97,73,74
ENSMUSG00000004768,392,852,847,881,1317,1220,650,985,764
ENSMUSG00000004771,1295,1310,1611,1183,939,1179,1151,1233,1102
ENSMUSG00000004788,2485,957,821,946,846,1115,1385,641,755
ENSMUSG00000004789,2567,3665,3854,3692,4261,4035,3577,4038,3588
ENSMUSG00000004791,339,203,221,142,249,156,262,187,159
ENSMUSG00000004798,333,660,865,578,845,606,739,743,578
ENSMUSG00000004814,0,5,13,5,58,43,8,13,4
ENSMUSG00000004815,4,276,415,530,495,692,219,315,303
ENSMUSG00000004821,0,0,0,0,0,0,0,0,0
ENSMUSG00000004837,10,10,67,17,43,26,22,4,16
ENSMUSG00000004842,4,4,5,4,11,7,5,16,2
ENSMUSG00000004843,714,903,897,540,872,646,943,631,645
ENSMUSG00000004846,1139,1661,1998,2062,1546,1869,1328,1519,1112
ENSMUSG00000004849,2175,1605,1947,1359,1258,1603,1670,1786,1469
ENSMUSG00000004864,28,25,23,176,12,162,68,26,21
ENSMUSG00000004865,1520,2408,2317,4149,3850,4184,2493,3560,2776
ENSMUSG00000004872,22,34,27,30,61,35,18,26,28
ENSMUSG00000004880,1001,2416,2236,1798,1894,1940,1627,2928,2135
ENSMUSG00000004885,33,19,33,26,58,28,116,22,29
ENSMUSG00000004891,267,278,289,129,418,197,182,127,81
ENSMUSG00000004892,0,1,1,2,2,12,12,0,0
ENSMUSG00000004894,0,0,2,0,0,0,0,0,0
ENSMUSG00000004895,1858,1627,1591,1848,2006,1894,1763,1797,1493
ENSMUSG00000004896,430,568,632,750,867,749,469,826,569
ENSMUSG00000004897,13921,13507,13234,14639,17633,15738,13882,15292,13046
ENSMUSG00000004902,0,0,6,3,1,7,3,1,0
ENSMUSG00000004929,1977,2217,2008,3574,2364,3250,2688,3491,2671
ENSMUSG00000004931,659,597,645,815,810,1099,922,1106,883
ENSMUSG00000004933,42,29,72,39,74,33,34,24,26
ENSMUSG00000004934,505,740,601,957,1115,1127,612,1050,838
ENSMUSG00000004936,603,1157,1226,1186,1034,1344,1108,1313,1006
ENSMUSG00000004937,1422,2356,2634,3563,2529,3468,2887,3439,2905
ENSMUSG00000004939,3,0,5,0,5,2,0,4,0
ENSMUSG00000004945,538,772,882,931,758,1073,1033,800,697
ENSMUSG00000004947,269,411,525,392,464,468,415,441,349
ENSMUSG00000004948,16,5,9,3,2,4,2,2,5
ENSMUSG00000004951,33,28,14,13,64,26,11,11,20
ENSMUSG00000004952,98,116,430,195,286,256,129,135,139
ENSMUSG00000004961,0,0,0,1,7,2,0,0,0
ENSMUSG00000004980,18056,26717,27921,30546,42796,33517,28967,38568,30207
ENSMUSG00000004988,0,4,2,0,0,0,3,14,1
ENSMUSG00000004994,180,257,235,210,243,268,69,183,234
ENSMUSG00000004996,1243,720,975,737,1179,853,667,1064,741
ENSMUSG00000005034,956,2313,2835,3583,3818,3656,2120,3123,2411
ENSMUSG00000005043,856,972,983,1016,802,963,854,1502,1200
ENSMUSG00000005045,35,79,85,318,126,303,106,642,276
ENSMUSG00000005054,1168,696,1119,1072,620,1052,1212,1228,980
ENSMUSG00000005057,228,789,560,594,437,532,382,488,383
ENSMUSG00000005069,791,827,958,1097,1146,1205,882,1165,1016
ENSMUSG00000005078,506,436,523,526,573,543,477,592,377
ENSMUSG00000005087,822,1267,1852,2607,1589,2453,842,759,647
ENSMUSG00000005089,0,43,7,0,0,0,1,1,0
ENSMUSG00000005102,331,764,888,1300,944,1158,968,998,864
ENSMUSG00000005103,1811,2114,2548,2090,2540,2040,2038,1864,1575
ENSMUSG00000005107,25,43,59,18,31,56,17,43,23
ENSMUSG00000005124,427,1373,1461,799,1293,982,916,1093,797
ENSMUSG00000005125,3581,4528,4397,3732,1783,3215,2818,3709,2958
ENSMUSG00000005131,19,23,15,27,23,27,17,32,15
ENSMUSG00000005142,356,1687,3345,2392,3369,2666,1570,2251,1747
ENSMUSG00000005148,13,13,31,53,58,55,9,10,7
ENSMUSG00000005150,1147,465,463,367,647,423,412,531,405
ENSMUSG00000005161,16928,4726,4982,5274,7270,5002,5497,4372,4403
ENSMUSG00000005198,1795,8619,8577,9760,11625,10688,6338,9833,7577
ENSMUSG00000005202,0,0,3,5,1,1,1,6,8
ENSMUSG00000005204,1319,2314,4358,3462,3373,3841,2664,3747,3038
ENSMUSG00000005220,0,2,7,2,3,0,5,0,0
ENSMUSG00000005225,414,670,676,880,984,1001,519,802,661
ENSMUSG00000005232,0,0,1,0,0,0,1,0,0
ENSMUSG00000005233,1176,828,831,790,927,795,705,868,639
ENSMUSG00000005237,35,114,170,98,175,116,87,86,100
ENSMUSG00000005251,0,0,0,0,0,0,0,0,0
ENSMUSG00000005262,1172,1322,1421,1206,1662,1295,1023,1387,1003
ENSMUSG00000005267,65,228,247,370,327,435,177,356,243
ENSMUSG00000005268,0,0,1,0,0,0,0,0,0
ENSMUSG00000005299,394,966,1122,1113,1096,1270,556,869,774
ENSMUSG00000005312,1628,2989,3006,3617,3606,3527,2977,2882,2436
ENSMUSG00000005320,0,8,4,0,1,1,0,2,0
ENSMUSG00000005338,5,0,10,11,79,27,1,0,3
ENSMUSG00000005339,7,0,5,40,51,23,4,4,0
ENSMUSG00000005354,3785,2731,2841,2538,2598,2658,3370,2734,2664
ENSMUSG00000005355,0,0,0,0,0,0,0,0,0
ENSMUSG00000005357,0,0,0,0,0,0,0,0,0
