id	IRRP1	IRRP2	IRRP3	RP1	RP2	RP3	V1	V2	V3	symbol
ENSMUSG00000100358	0	0	0	0	0	0	0	0	0	Scgb1b4-ps
ENSMUSG00000101658	0	0	0	0	0	0	0	0	0	Scgb1b28-ps
ENSMUSG00000099795	0	0	0	0	0	0	0	0	0	Gm29492
ENSMUSG00000100754	0	0	0	0	0	0	0	0	0	Scgb2b5-ps
ENSMUSG00000101065	0	0	0	0	0	0	0	0	0	Scgb1b5-ps
ENSMUSG00000099598	0	0	0	0	0	0	0	0	0	Scgb2b28-ps
ENSMUSG00000100734	0	0	0	0	0	0	0	0	0	Rpl23a-ps8
ENSMUSG00000102002	0	0	0	0	0	0	0	0	0	Scgb2b6
ENSMUSG00000100639	0	0	0	0	0	0	0	0	0	Scgb1b6-ps
ENSMUSG00000101545	0	0	0	0	0	0	0	0	0	Gm4373
ENSMUSG00000102041	0	0	0	0	0	0	0	0	0	Rpl23a-ps9
ENSMUSG00000094053	0	0	0	0	0	0	0	0	0	Scgb2b7
ENSMUSG00000078759	0	0	0	0	0	0	0	0	0	Scgb1b7
ENSMUSG00000101371	0	0	0	0	0	0	0	0	0	Gm9114
ENSMUSG00000100517	0	0	0	0	0	0	0	0	0	Gm29627
ENSMUSG00000099961	0	0	0	0	0	0	0	0	0	Scgb2b8-ps
ENSMUSG00000099612	0	0	0	0	0	0	0	0	0	Scgb1b8-ps
ENSMUSG00000099344	0	0	0	0	0	0	0	0	0	Gm6669
ENSMUSG00000101807	0	0	0	0	0	0	0	0	0	Gm9120
ENSMUSG00000101765	0	0	0	0	0	0	0	0	0	Gm21673
ENSMUSG00000101270	0	0	0	0	0	0	0	0	0	Scgb2b9-ps
ENSMUSG00000101248	0	0	0	0	0	0	0	0	0	Scgb1b9-ps
ENSMUSG00000100926	0	0	0	0	0	0	0	0	0	Gm5329
ENSMUSG00000101039	0	0	0	0	0	0	0	0	0	Scgb2b29-ps
ENSMUSG00000101777	0	0	0	0	0	0	0	0	0	Gm9127
ENSMUSG00000101025	0	0	0	0	0	0	0	0	0	Gm29262
ENSMUSG00000099396	0	0	0	0	0	0	0	0	0	Gm29263
ENSMUSG00000099826	0	0	0	0	0	0	0	0	0	Scgb2b10
ENSMUSG00000099581	0	0	0	0	0	0	0	0	0	Scgb1b10
ENSMUSG00000101327	0	0	0	0	0	0	0	0	0	Rpl23a-ps10
ENSMUSG00000099673	0	0	0	0	0	0	0	0	0	Scgb2b30
ENSMUSG00000098013	0	0	0	0	0	0	0	0	0	Gm9135
ENSMUSG00000101824	0	0	0	0	0	0	0	0	0	Gm28256
ENSMUSG00000101504	0	0	0	0	0	0	0	0	0	Gm28257
ENSMUSG00000099729	0	0	0	0	0	0	0	0	0	Scgb2b11
ENSMUSG00000101638	0	0	0	0	0	0	0	0	0	Scgb1b11
ENSMUSG00000097982	0	0	0	0	0	0	0	0	0	Scgb2b12
ENSMUSG00000101520	0	0	0	0	0	0	0	0	0	Scgb1b12
ENSMUSG00000099394	0	0	0	0	0	0	0	0	0	Gm9142
ENSMUSG00000100657	0	0	0	0	0	0	0	0	0	Gm28862
ENSMUSG00000100513	0	0	0	0	0	0	0	0	0	Rpl23a-ps11
ENSMUSG00000078757	0	0	0	0	0	0	0	0	0	Scgb1b29
ENSMUSG00000098185	0	0	0	0	0	0	0	0	0	Gm9146
ENSMUSG00000100751	0	0	0	0	0	0	0	0	0	Gm5116
ENSMUSG00000100386	0	0	0	0	0	0	0	0	0	Scgb2b13-ps
ENSMUSG00000100949	0	0	0	0	0	0	0	0	0	Scgb1b13-ps
ENSMUSG00000094827	0	0	0	0	0	0	0	0	0	Gm5327
ENSMUSG00000098205	0	0	0	0	0	0	0	0	0	Gm9149
ENSMUSG00000101312	0	0	0	0	0	0	0	0	0	Gm21135
ENSMUSG00000099932	0	0	0	0	0	0	0	0	0	Scgb2b14-ps
ENSMUSG00000099905	0	0	0	0	0	0	0	0	0	Scgb1b14-ps
ENSMUSG00000096274	0	0	0	0	0	0	0	0	0	Gm24766
ENSMUSG00000100613	0	0	0	0	0	0	0	0	0	Gm5058
ENSMUSG00000100577	0	0	0	0	0	0	0	0	0	Gm29429
ENSMUSG00000100903	0	0	0	0	0	0	0	0	0	Scgb2b31-ps
ENSMUSG00000097952	0	0	0	0	0	0	0	0	0	Gm4398
ENSMUSG00000099549	0	0	0	0	0	0	0	0	0	Gm29432
ENSMUSG00000099821	0	0	0	0	0	0	0	0	0	Gm28408
ENSMUSG00000097972	0	0	0	0	0	0	0	0	0	Scgb2b15
ENSMUSG00000101232	0	0	0	0	0	0	0	0	0	Scgb1b15
ENSMUSG00000100443	0	0	0	0	0	0	0	0	0	Scgb2b16-ps
ENSMUSG00000101185	0	0	0	0	0	0	0	0	0	Scgb1b16-ps
ENSMUSG00000096142	0	0	0	0	0	0	0	0	0	Gm25817
ENSMUSG00000100324	0	0	0	0	0	0	0	0	0	Gm9156
ENSMUSG00000100471	0	0	0	0	0	0	0	0	0	Gm28409
ENSMUSG00000101296	0	0	0	0	0	0	0	0	0	Scgb2b32-ps
ENSMUSG00000101486	0	0	0	0	0	0	0	0	0	Gm4405
ENSMUSG00000101375	0	0	0	0	0	0	0	0	0	Gm28383
ENSMUSG00000101974	0	0	0	0	0	0	0	0	0	Gm28384
ENSMUSG00000098094	0	0	0	0	0	0	0	0	0	Scgb2b17
ENSMUSG00000099898	0	0	0	0	0	0	0	0	0	Scgb1b17
ENSMUSG00000101927	0	0	0	0	0	0	0	0	0	Gm28992
ENSMUSG00000101137	0	0	0	0	0	0	0	0	0	Rpl23a-ps7
ENSMUSG00000101487	0	0	0	0	0	0	0	0	0	Scgb2b33
ENSMUSG00000098044	0	0	0	0	0	0	0	0	0	Gm9162
ENSMUSG00000100904	0	0	0	0	0	0	0	0	0	Gm28559
ENSMUSG00000101427	0	0	0	0	0	0	0	0	0	Gm6003
ENSMUSG00000100058	0	0	0	0	0	0	0	0	0	Scgb2b18
ENSMUSG00000101401	0	0	0	0	0	0	0	0	0	Scgb1b18
ENSMUSG00000096467	0	0	0	0	0	0	0	0	0	Scgb2b19
ENSMUSG00000095232	0	0	0	0	0	0	0	0	0	Scgb1b19
ENSMUSG00000096102	0	0	0	0	0	0	0	0	0	Gm9167
ENSMUSG00000094305	0	0	0	0	0	0	0	0	0	Scgb2b20
ENSMUSG00000094978	0	0	0	0	0	0	0	0	0	Scgb1b20
ENSMUSG00000098080	0	0	0	0	0	0	0	0	0	Gm5732
ENSMUSG00000101027	0	0	0	0	0	0	0	0	0	Gm28794
ENSMUSG00000099578	0	0	0	0	0	0	0	0	0	Gm5731
ENSMUSG00000101975	0	0	0	0	0	0	0	0	0	Scgb1b34-ps
ENSMUSG00000099900	0	0	0	0	0	0	0	0	0	Scgb2b21
ENSMUSG00000095487	0	0	0	0	0	0	0	0	0	Scgb1b21
ENSMUSG00000083568	0	0	0	0	0	0	0	0	0	Gm12770
ENSMUSG00000081155	0	0	0	0	0	0	0	0	0	Gm12771
ENSMUSG00000083381	0	0	0	0	0	0	0	0	0	Scgb2b22-ps
ENSMUSG00000079892	0	0	0	0	0	0	0	0	0	Scgb1b22-ps
ENSMUSG00000083896	0	0	0	0	0	0	0	0	0	Scgb2b23-ps
ENSMUSG00000079893	0	0	0	0	0	0	0	0	0	Scgb1b23-ps
ENSMUSG00000085312	0	0	0	0	0	0	0	0	0	Gm12763
ENSMUSG00000094079	0	0	0	0	0	0	0	0	0	Rpl23a-ps12
ENSMUSG00000046438	0	0	0	0	0	0	0	0	0	Scgb2b24
ENSMUSG00000078753	0	0	0	0	0	0	0	0	0	Scgb1b24
ENSMUSG00000081714	0	0	0	0	0	0	0	0	0	Gm12782
ENSMUSG00000101183	0	0	0	0	0	0	0	0	0	Gm28614
ENSMUSG00000094428	0	0	0	0	0	0	0	0	0	Gm26443
ENSMUSG00000081510	0	0	0	0	0	0	0	0	0	Gm12768
ENSMUSG00000084296	0	0	0	0	0	0	0	0	0	Scgb2b25-ps
ENSMUSG00000100743	0	0	0	0	0	0	0	0	0	Scgb1b25-ps
ENSMUSG00000081317	0	0	0	0	0	0	0	0	0	Gm12757
ENSMUSG00000101203	0	0	0	0	0	0	0	0	0	Gm28615
ENSMUSG00000083085	0	0	0	0	0	0	0	0	0	Gm12765
ENSMUSG00000066586	0	0	0	0	0	0	0	0	0	Scgb2b26
ENSMUSG00000083942	0	0	0	0	0	0	0	0	0	Scgb1b26-ps
ENSMUSG00000101159	0	0	0	0	0	0	0	0	0	Gm28184
ENSMUSG00000081962	0	0	0	0	0	0	0	0	0	Gm12773
ENSMUSG00000081768	0	0	1	0	0	1	0	0	2	Gm12755
ENSMUSG00000066584	0	0	0	0	0	0	0	0	0	Scgb2b27
ENSMUSG00000066583	0	0	0	0	0	0	0	0	0	Scgb1b27
ENSMUSG00000083434	0	0	0	0	0	0	0	0	0	Gm12760
ENSMUSG00000080947	0	0	0	0	0	0	0	0	0	Gm12779
ENSMUSG00000078752	0	2	2	0	6	9	0	9	9	Scgb1b30
ENSMUSG00000036459	742	963	1060	539	1007	781	1155	1405	1225	Wtip
ENSMUSG00000052997	2257	2845	3059	3983	4050	4332	3270	4347	3468	Uba2
ENSMUSG00000081491	11	1	10	7	5	7	3	2	4	Gm12778
ENSMUSG00000081161	0	1	2	6	0	1	5	0	1	Gm12783
ENSMUSG00000002635	368	297	401	522	523	568	471	524	458	Pdcd2l
ENSMUSG00000036427	6768	8220	8284	10987	6274	10410	9873	12680	10252	Gpi1
ENSMUSG00000097660	1	3	9	12	6	8	1	18	7	Gm26762
ENSMUSG00000086526	0	0	0	2	6	1	1	8	0	Gm12762
ENSMUSG00000085105	7	14	16	32	22	31	18	36	16	Gm12758
ENSMUSG00000066571	36	782	867	959	1232	1110	684	1165	777	4931406P16Rik
ENSMUSG00000108737	1	5	2	10	0	5	1	2	4	BC060293
ENSMUSG00000078380	0	0	0	1	0	3	0	0	1	Gm6096
ENSMUSG00000066568	1540	2010	2090	2872	2725	2841	2320	3078	2337	Lsm14a
ENSMUSG00000108447	0	3	2	8	5	10	1	7	1	Gm44567
ENSMUSG00000082684	5	2	2	5	0	2	0	0	0	Gm12774
ENSMUSG00000086184	0	0	0	0	0	1	0	0	0	Gm12764
ENSMUSG00000108732	0	1	17	5	3	12	6	7	6	2310043P16Rik
ENSMUSG00000085124	0	0	0	0	0	0	0	0	0	Gm12766
ENSMUSG00000081863	0	0	0	0	0	0	0	0	0	Gm12780
ENSMUSG00000086631	6	11	2	0	6	5	0	0	0	Gm12784
ENSMUSG00000108723	17	10	6	1	9	1	11	13	4	Gm44837
ENSMUSG00000030499	282	618	647	550	834	722	803	641	688	Kctd15
ENSMUSG00000085923	0	0	0	0	5	1	1	0	0	Gm12781
ENSMUSG00000087127	0	0	0	0	0	0	0	0	0	Gm12756
ENSMUSG00000060402	11	12	16	1	0	2	21	26	22	Chst8
ENSMUSG00000063931	1357	1429	1356	1501	1525	1629	1636	1651	1315	Pepd
ENSMUSG00000077469	0	0	0	0	0	0	0	0	0	Gm25922
ENSMUSG00000056216	1250	1175	1390	1542	1638	1617	1448	1618	1281	Cebpg
ENSMUSG00000108486	2	14	13	11	24	18	5	4	1	Gm44836
ENSMUSG00000108753	0	8	4	6	20	27	8	11	12	Gm45094
ENSMUSG00000108333	1	4	10	7	8	6	0	0	3	Gm45095
ENSMUSG00000108739	0	0	0	0	2	0	0	0	0	Gm45096
ENSMUSG00000093153	0	0	0	0	0	0	0	0	0	Gm25033
ENSMUSG00000108657	0	0	0	0	0	2	0	0	2	Gm35611
ENSMUSG00000088799	0	0	0	0	0	0	0	0	0	Gm22535
ENSMUSG00000108624	0	0	0	0	0	2	0	0	0	Gm45091
ENSMUSG00000034957	72	107	553	215	259	212	122	55	74	Cebpa
ENSMUSG00000108575	0	0	0	0	0	0	0	0	0	Gm35665
ENSMUSG00000030495	0	0	0	0	4	2	0	0	0	Slc7a10
ENSMUSG00000001802	0	1	3	8	21	5	1	0	5	Lrp3
ENSMUSG00000088307	0	0	0	0	0	0	0	0	0	Gm24505
ENSMUSG00000063808	232	452	421	618	583	600	412	563	512	Gpatch1
ENSMUSG00000108704	0	3	2	2	0	1	2	0	0	Gm44636
ENSMUSG00000030494	63	125	135	227	223	190	147	140	129	Rhpn2
ENSMUSG00000030493	146	204	209	241	204	258	197	268	200	Faap24
ENSMUSG00000023072	474	768	741	971	861	969	731	1002	757	Cep89
ENSMUSG00000100776	0	0	0	0	0	0	0	0	0	Gm18254
ENSMUSG00000030492	0	0	0	0	0	0	0	0	0	Slc7a9
ENSMUSG00000030491	12	7	8	8	10	11	7	5	4	Tdrd12
ENSMUSG00000100068	0	0	0	0	0	7	0	0	0	Gm18558
ENSMUSG00000034875	881	529	479	634	667	641	583	549	450	Nudt19
ENSMUSG00000097509	4	1	2	0	6	2	1	0	0	B230322F03Rik
ENSMUSG00000056043	44	97	140	159	116	149	136	175	193	Rgs9bp
ENSMUSG00000034867	743	1418	1397	2008	1964	2147	1277	1786	1350	Ankrd27
ENSMUSG00000030417	1942	783	870	935	1034	894	958	1018	997	Pdcd5
ENSMUSG00000043671	137	364	324	549	649	555	356	654	426	Dpy19l3
ENSMUSG00000044452	15	495	439	651	887	777	417	648	428	Zfp507
ENSMUSG00000096990	0	3	2	3	1	2	0	2	0	Gm26790
ENSMUSG00000044997	0	0	0	0	0	0	0	0	0	E130304I02Rik
ENSMUSG00000100387	5	0	0	0	0	0	0	0	0	Gm28514
ENSMUSG00000108711	0	0	0	0	4	0	0	0	0	Gm38991
ENSMUSG00000066543	7	5	7	2	6	3	1	3	8	Rpl17-ps9
ENSMUSG00000098016	0	0	0	0	0	0	0	0	0	Gm9211
ENSMUSG00000093359	0	1	0	0	0	0	0	0	0	Gm23292
ENSMUSG00000093216	0	0	0	0	0	0	0	0	0	Gm25247
ENSMUSG00000101965	0	0	0	0	0	0	0	0	0	Gm29129
ENSMUSG00000104330	0	0	0	0	2	0	0	0	0	Gm38285
ENSMUSG00000021217	74	251	228	121	347	204	122	254	193	Tshz3
ENSMUSG00000103882	5	3	0	6	7	0	0	1	3	Gm37452
ENSMUSG00000102516	0	17	28	18	10	31	6	23	21	Gm38340
ENSMUSG00000104420	11	24	22	13	18	8	3	15	17	E230020A03Rik
ENSMUSG00000104454	0	7	9	3	11	9	0	7	1	Gm37827
ENSMUSG00000089273	0	0	0	0	3	0	0	0	0	Gm24550
ENSMUSG00000101342	0	0	0	0	0	0	0	0	0	Gm28078
ENSMUSG00000100616	0	0	0	2	0	0	0	0	0	Gm28076
ENSMUSG00000100905	0	0	0	0	0	0	0	0	0	Gm28075
ENSMUSG00000099715	0	0	0	0	0	0	0	0	0	Gm28077
ENSMUSG00000108434	0	0	0	0	0	0	0	0	0	Gm45768
ENSMUSG00000108507	0	0	0	0	0	0	0	0	0	6720469O03Rik
ENSMUSG00000108790	0	0	0	0	0	0	0	0	0	Gm44806
ENSMUSG00000043456	0	0	1	0	0	0	0	0	0	Zfp536
ENSMUSG00000108330	0	0	0	0	0	0	0	0	0	Gm44882
ENSMUSG00000108572	0	0	0	0	0	0	0	0	0	Gm44883
ENSMUSG00000093540	0	0	0	0	0	0	0	0	0	4930505M18Rik
ENSMUSG00000064591	0	0	0	0	0	0	0	0	0	Gm22302
ENSMUSG00000030421	854	1473	1490	1412	2188	1687	1568	1612	1368	Uri1
ENSMUSG00000108726	2	3	0	3	0	1	0	0	3	Gm30684
ENSMUSG00000108334	0	0	0	0	1	0	0	3	0	Gm30771
ENSMUSG00000002068	675	759	839	550	1006	705	873	928	747	Ccne1
ENSMUSG00000089230	0	0	0	0	0	0	0	0	0	Gm22203
ENSMUSG00000108332	0	0	0	0	0	3	0	1	0	D530033B14Rik
ENSMUSG00000054676	183	254	345	196	188	229	235	207	229	1600014C10Rik
ENSMUSG00000074170	160	244	251	154	348	197	215	225	202	Plekhf1
ENSMUSG00000030423	717	592	656	828	747	810	677	722	504	Pop4
ENSMUSG00000108749	0	0	0	0	0	0	1	0	0	Gm44767
ENSMUSG00000101410	0	0	0	0	0	0	0	0	2	Gm28581
ENSMUSG00000101548	0	0	0	0	0	0	0	0	0	Gm9220
ENSMUSG00000100374	0	0	0	0	0	0	0	0	0	Gm4451
ENSMUSG00000101708	0	0	0	0	0	2	0	0	0	Gm28453
ENSMUSG00000094848	0	0	0	0	0	0	0	0	0	Gm22638
ENSMUSG00000102073	0	0	0	0	0	0	0	0	2	Gm6818
ENSMUSG00000099781	0	0	0	0	0	0	0	0	0	Gm28583
ENSMUSG00000094920	0	0	0	0	0	0	0	0	0	Gm6605
ENSMUSG00000099846	0	0	0	0	0	0	0	0	0	Gm6819
ENSMUSG00000100169	0	0	0	0	0	0	0	0	0	Gm29087
ENSMUSG00000060565	0	0	0	0	0	0	0	0	0	Gm5591
ENSMUSG00000099765	0	0	0	0	0	0	0	0	0	Gm4454
ENSMUSG00000101847	0	0	0	0	0	0	0	0	0	Gm20749
ENSMUSG00000100810	0	0	0	0	0	0	0	0	0	Gm29086
ENSMUSG00000095537	0	0	0	0	0	0	0	0	0	Gm25286
ENSMUSG00000100841	0	0	0	0	0	0	0	0	0	Gm21115
ENSMUSG00000094233	0	0	0	0	0	0	0	0	0	Gm21276
ENSMUSG00000100788	0	0	0	0	0	0	0	0	0	Gm21122
ENSMUSG00000099772	0	0	0	0	0	0	0	0	0	Gm29085
ENSMUSG00000101855	0	0	0	0	0	0	0	0	0	1700010N08Rik
ENSMUSG00000094419	0	0	0	0	0	0	0	0	0	Gm24797
ENSMUSG00000101470	0	0	0	0	0	0	0	0	0	Gm21129
ENSMUSG00000099981	0	0	0	0	0	0	0	0	0	Gm21136
ENSMUSG00000096277	0	0	0	0	0	0	0	0	0	Gm21142
ENSMUSG00000101023	0	0	0	0	0	0	0	0	0	Gm21152
ENSMUSG00000095053	0	0	0	0	0	0	0	0	0	Gm25671
ENSMUSG00000101035	0	0	0	0	0	0	0	0	0	Gm28451
ENSMUSG00000101703	0	0	0	0	0	0	0	0	0	Gm1982
ENSMUSG00000101454	0	0	0	0	0	0	0	0	0	Gm1988
ENSMUSG00000102017	0	0	0	0	3	0	0	1	1	Gm6124
ENSMUSG00000097653	0	0	0	0	0	0	0	0	0	Gm16387
ENSMUSG00000099951	0	0	0	0	0	0	0	0	0	Gm9226
ENSMUSG00000096181	0	0	0	0	0	0	0	0	0	Gm23307
ENSMUSG00000100112	0	0	0	0	0	0	0	0	0	Gm29258
ENSMUSG00000100721	0	0	0	0	0	0	0	0	0	Gm9271
ENSMUSG00000053742	0	0	0	0	0	0	0	1	0	Gm5114
ENSMUSG00000098777	0	0	0	0	0	0	0	0	0	Gm27437
ENSMUSG00000046372	0	1	1	0	1	0	2	2	0	Gm5590
ENSMUSG00000030424	23	100	87	91	103	123	64	110	60	Zfp939
ENSMUSG00000100490	0	1	5	6	6	8	12	5	3	Gm28455
ENSMUSG00000068959	16	30	42	63	84	60	28	66	26	Zfp619
ENSMUSG00000104150	0	3	5	2	1	2	1	2	3	Gm44573
ENSMUSG00000108621	180	347	416	669	943	751	270	486	311	Gm37494
ENSMUSG00000099934	0	0	0	0	4	0	0	0	0	Gm17983
ENSMUSG00000096980	2	11	17	11	21	12	9	14	8	Gm26526
ENSMUSG00000074903	0	0	0	0	0	0	0	0	0	Gm2058
ENSMUSG00000070236	0	0	0	0	0	0	0	0	0	Gm26327
ENSMUSG00000100912	0	0	0	0	0	0	0	0	0	Gm2021
ENSMUSG00000101901	0	0	0	0	0	0	0	0	0	Gm9230
ENSMUSG00000110135	0	0	0	0	0	0	0	0	0	Gm45839
ENSMUSG00000102085	0	0	0	0	0	0	0	0	0	4930435C17Rik
ENSMUSG00000100431	0	0	0	0	2	0	0	0	0	4930558N11Rik
ENSMUSG00000102227	0	0	0	0	0	0	0	0	0	Gm37302
ENSMUSG00000109083	0	0	0	0	0	0	0	0	0	Gm44992
ENSMUSG00000102464	0	0	0	0	0	0	0	0	0	Gm38199
ENSMUSG00000056836	14	2	3	5	0	3	1	4	5	Gm6851
ENSMUSG00000101153	0	0	0	0	0	0	0	0	0	4933404I11Rik
ENSMUSG00000087914	0	0	0	0	0	0	0	0	0	Gm24910
ENSMUSG00000100650	0	0	0	0	0	0	0	0	0	Gm28807
ENSMUSG00000102004	0	0	0	0	0	0	0	0	0	4933402C06Rik
ENSMUSG00000100600	0	0	0	0	0	0	0	0	0	A230077H06Rik
ENSMUSG00000108672	0	0	0	0	0	0	0	0	0	Gm45008
ENSMUSG00000101643	0	0	0	0	0	0	0	0	0	Gm28307
ENSMUSG00000084473	0	0	0	0	0	0	0	0	0	Gm25784
ENSMUSG00000039257	0	0	0	0	0	0	0	0	0	Vstm2b
ENSMUSG00000099768	0	0	0	0	0	0	0	0	0	Gm29293
ENSMUSG00000091692	0	0	0	0	0	0	0	0	0	4930433I11Rik
ENSMUSG00000108397	0	0	0	0	0	0	0	0	0	Gm45171
ENSMUSG00000108364	0	0	0	0	0	0	0	0	0	Gm38997
ENSMUSG00000048312	0	0	0	0	0	0	0	0	0	Gm4884
ENSMUSG00000100732	0	0	0	0	0	0	0	0	0	Topbp1-ps2
ENSMUSG00000108661	0	0	0	0	4	0	0	0	0	Gm45172
ENSMUSG00000108490	0	0	0	0	0	0	0	0	0	1700110I07Rik
ENSMUSG00000102113	0	0	0	0	0	0	0	0	0	Gm28061
ENSMUSG00000108619	0	0	0	0	0	0	0	0	0	Gm44839
ENSMUSG00000101195	0	0	0	0	0	0	0	0	0	Gm9239
ENSMUSG00000101650	0	0	0	0	0	0	0	0	0	Gm6820
ENSMUSG00000108754	0	0	0	0	0	1	0	1	0	Gm44748
ENSMUSG00000072259	0	0	0	0	0	0	0	0	0	Gm5592
ENSMUSG00000078737	0	0	0	0	0	0	0	0	0	Gm2128
ENSMUSG00000100376	0	0	0	0	0	0	0	0	0	Gm28060
ENSMUSG00000099657	0	0	0	0	0	0	0	0	0	Gm28667
ENSMUSG00000099979	3	2	2	3	2	1	2	0	6	Gm5896
ENSMUSG00000108395	0	0	0	0	0	0	0	0	0	Gm34811
ENSMUSG00000101196	0	0	0	0	0	0	0	0	0	Gm6866
ENSMUSG00000108779	0	0	0	0	0	0	0	0	0	Gm45691
ENSMUSG00000049062	1	0	0	0	0	0	0	0	0	Gm9244
ENSMUSG00000108340	0	0	0	0	0	2	0	0	0	Gm44520
ENSMUSG00000099511	0	0	0	0	0	0	0	0	0	Topbp1-ps1
ENSMUSG00000092031	0	0	0	0	0	0	0	0	0	Gm2108
ENSMUSG00000101449	0	0	0	0	0	0	0	0	0	Gm17791
ENSMUSG00000082080	0	0	0	0	0	0	0	0	0	Gm9246
ENSMUSG00000056383	123	180	198	242	235	228	164	263	195	AI987944
ENSMUSG00000091864	0	0	0	0	0	1	0	0	0	Gm17102
ENSMUSG00000066537	0	2	0	3	6	3	2	6	6	Vmn2r57
ENSMUSG00000092592	0	0	0	0	0	0	0	0	1	Gm20449
ENSMUSG00000108312	3	3	0	1	1	0	0	0	0	Gm44521
ENSMUSG00000074166	111	88	85	164	153	200	118	155	105	AW146154
ENSMUSG00000083500	0	1	1	0	0	3	1	3	0	Gm15470
ENSMUSG00000090744	0	1	4	28	65	53	25	23	21	Gm6871
ENSMUSG00000090341	0	0	0	0	0	0	0	0	0	Gm17217
ENSMUSG00000108482	0	0	0	0	0	0	0	0	0	Gm45078
ENSMUSG00000091474	126	321	311	538	444	556	275	501	325	2610021A01Rik
ENSMUSG00000074165	174	242	231	310	361	365	212	316	222	Zfp788
ENSMUSG00000091401	0	1	3	0	2	0	0	1	1	Gm9252
ENSMUSG00000074164	0	0	0	0	0	0	0	0	0	Vmn2r-ps54
ENSMUSG00000091004	0	0	1	1	0	0	0	0	0	Gm6872
ENSMUSG00000092193	0	0	0	0	0	0	0	0	0	Cd9-ps
ENSMUSG00000092538	0	0	0	0	0	0	0	0	0	Vmn2r-ps55
ENSMUSG00000092451	0	0	0	0	0	0	0	0	0	Vmn2r-ps56
ENSMUSG00000090383	0	0	0	0	0	0	0	0	0	Vmn2r58
ENSMUSG00000092328	0	0	0	0	0	0	0	0	0	Vmn2r-ps57
ENSMUSG00000092032	0	0	0	0	0	0	0	0	0	Vmn2r59
ENSMUSG00000092281	28	21	11	13	21	13	14	21	18	Hmgb1-ps7
ENSMUSG00000083623	0	0	2	0	1	2	0	0	1	Gm7224
ENSMUSG00000048574	0	9	3	7	7	6	5	10	5	Ccnb1-ps
ENSMUSG00000090619	0	0	0	0	0	0	0	0	0	Vmn2r60
ENSMUSG00000092257	0	1	0	1	0	0	0	0	0	Gm2308
ENSMUSG00000108562	0	0	3	0	0	0	0	0	0	Gm44519
ENSMUSG00000090967	0	0	0	0	0	0	0	0	0	Vmn2r61
ENSMUSG00000092370	0	0	0	0	0	0	0	0	0	Vmn2r-ps58
ENSMUSG00000092411	0	0	0	0	0	0	0	0	0	Gm5594
ENSMUSG00000092382	0	0	0	0	0	0	0	0	0	Vmn2r-ps59
ENSMUSG00000070621	0	0	0	0	0	0	0	0	0	Vmn2r-ps60
ENSMUSG00000030463	0	0	0	0	0	0	0	0	0	4933421I07Rik
ENSMUSG00000092301	0	0	1	1	0	0	0	3	0	Gm6887
ENSMUSG00000092416	265	324	310	459	543	486	334	486	385	Zfp141
ENSMUSG00000092505	4	0	4	1	2	2	0	0	4	Gm19246
ENSMUSG00000108491	4	1	3	1	10	1	0	5	1	Gm44523
ENSMUSG00000108446	0	0	2	0	2	0	0	0	0	Gm44997
ENSMUSG00000094462	0	0	0	0	0	0	0	0	0	Gm21028
ENSMUSG00000092335	0	2	0	0	1	0	0	1	2	Zfp977
ENSMUSG00000076180	0	0	0	0	0	0	0	0	0	Gm24938
ENSMUSG00000074158	10	19	33	22	17	15	7	15	4	Zfp976
ENSMUSG00000069727	43	52	48	72	69	58	36	44	30	Zfp975
ENSMUSG00000091594	0	0	0	0	0	0	0	0	0	Gm17067
ENSMUSG00000092554	0	0	0	0	0	0	0	0	0	Gm18128
ENSMUSG00000092238	0	0	0	0	0	0	0	0	0	Gm6004
ENSMUSG00000091926	0	0	0	0	0	0	0	0	0	Vmn2r62
ENSMUSG00000092225	0	0	0	0	4	6	0	0	0	Gm2381
ENSMUSG00000092191	0	0	0	0	0	0	0	0	0	Gm7211
ENSMUSG00000090751	1	0	0	1	0	0	0	0	0	Vmn2r63
ENSMUSG00000080892	9	0	1	0	0	0	0	0	0	Gm9266
ENSMUSG00000044609	182	52	87	48	30	19	53	33	42	Gm9294
ENSMUSG00000076190	0	0	0	0	0	0	0	0	0	Gm23256
ENSMUSG00000091528	0	0	0	0	0	0	0	0	0	Gm9268
ENSMUSG00000108666	0	0	0	0	0	0	0	0	0	Gm44538
ENSMUSG00000107181	0	0	0	0	0	0	0	0	0	Gm17768
ENSMUSG00000108492	0	0	0	0	0	0	0	0	0	Rpl18a-ps4
ENSMUSG00000071952	0	0	0	0	0	0	0	0	0	Gm10351
ENSMUSG00000064194	0	0	0	0	0	0	0	3	0	Zfp936
ENSMUSG00000077022	0	0	0	0	0	0	0	0	0	Gm22707
ENSMUSG00000074887	0	0	0	0	0	0	0	0	0	EU599041
ENSMUSG00000012640	96	232	289	362	397	348	186	289	285	Zfp715
ENSMUSG00000108300	0	0	0	0	0	0	0	0	0	Gm44539
ENSMUSG00000039013	6	12	9	0	1	3	4	4	1	Siglecf
ENSMUSG00000070606	0	0	0	0	0	0	0	0	0	Gm10298
ENSMUSG00000108775	0	0	0	0	0	0	0	0	0	Gm44540
ENSMUSG00000030468	0	4	10	17	22	11	1	5	0	Siglecg
ENSMUSG00000093639	0	5	0	1	0	4	0	0	0	Lim2
ENSMUSG00000004612	11	13	110	14	79	21	12	11	3	Nkg7
