gene,SJ1,SJ10,SJ11,SJ12,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,SJ9
ENSMUSG00000001943,0,0,0,6,0,0,2,0,7,0,0,0
ENSMUSG00000001946,69,204,238,170,119,288,314,256,294,56,151,226
ENSMUSG00000001948,27,1,21,11,18,3,16,1,17,22,28,9
ENSMUSG00000001962,1508,1515,1448,1558,1594,1434,1779,1292,1627,1678,2171,1491
ENSMUSG00000001964,1333,1129,1220,1260,1549,1219,1421,1058,1251,1246,1319,1334
ENSMUSG00000001983,269,312,213,205,244,275,252,148,154,242,218,273
ENSMUSG00000001985,0,0,0,0,0,0,0,0,6,0,0,0
ENSMUSG00000001986,13,45,76,70,10,53,33,56,57,13,20,74
ENSMUSG00000001988,5,9,11,13,9,35,10,4,4,10,10,13
ENSMUSG00000001995,1874,1191,1284,1421,1752,1543,1543,1450,1605,1865,2076,1296
ENSMUSG00000001998,474,359,354,411,530,398,457,305,379,478,632,380
ENSMUSG00000001999,3489,2699,3113,3317,3380,2892,3316,2443,2739,3682,4766,3189
ENSMUSG00000002006,11,3,16,9,7,0,5,1,1,0,11,1
ENSMUSG00000002007,11,2,4,5,41,0,3,4,0,9,0,0
ENSMUSG00000002010,2434,2355,2058,2187,2653,2220,2259,1493,1632,2837,3020,2476
ENSMUSG00000002012,1,0,1,0,0,3,1,0,0,2,0,3
ENSMUSG00000002014,2161,3403,3679,3881,2673,3390,3609,2970,3118,2388,1938,4045
ENSMUSG00000002015,3776,4645,5292,5404,3958,4569,4727,4201,4849,3769,4119,5162
ENSMUSG00000002017,800,672,885,734,890,1017,1006,708,774,644,853,965
ENSMUSG00000002020,143,130,379,244,129,236,111,196,123,394,331,96
ENSMUSG00000002028,1034,675,651,668,952,809,820,514,652,954,1257,657
ENSMUSG00000002031,665,407,404,309,604,380,411,337,343,638,672,504
ENSMUSG00000002032,31,22,13,6,57,7,14,10,18,33,96,63
ENSMUSG00000002033,3,0,1,1,1,4,3,1,1,2,2,0
ENSMUSG00000002043,936,900,1193,1212,1006,819,971,725,880,1023,1251,1150
ENSMUSG00000002052,2959,2940,2856,3239,2525,3380,3520,2556,3065,2561,2860,3152
ENSMUSG00000002055,2322,266,344,460,2332,461,602,382,432,1564,2530,416
ENSMUSG00000002057,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002058,1344,1916,2086,2246,1613,1971,2042,1472,1889,1683,1567,2155
ENSMUSG00000002059,589,469,493,539,515,549,603,396,421,568,417,556
ENSMUSG00000002064,1166,1115,1062,1147,1124,914,1106,790,980,1274,1282,1174
ENSMUSG00000002068,1020,530,681,606,1105,860,831,610,729,556,626,549
ENSMUSG00000002076,2,0,26,14,2,0,0,0,2,1,0,5
ENSMUSG00000002083,574,394,347,360,563,295,353,254,338,947,902,389
ENSMUSG00000002100,57,67,76,124,37,109,71,89,93,30,42,115
ENSMUSG00000002102,4637,3445,4270,4078,4305,3834,4694,3547,4070,3800,3868,4010
ENSMUSG00000002103,5020,6657,8316,9272,4718,6680,6176,6633,7412,6457,6825,8705
ENSMUSG00000002104,117,53,146,124,148,63,57,63,80,208,175,56
ENSMUSG00000002105,784,1549,1822,1773,624,1372,1410,1247,1452,920,959,1799
ENSMUSG00000002107,4773,3209,3105,3323,4277,3711,3402,2680,3159,3821,5024,3148
ENSMUSG00000002108,474,636,1143,1191,472,556,500,682,762,742,682,686
ENSMUSG00000002109,145,111,72,55,146,103,117,44,38,197,287,81
ENSMUSG00000002111,13298,18122,18621,20466,14248,17512,18775,14284,15792,14933,15310,20120
ENSMUSG00000002129,2068,1335,1588,2065,2185,1831,1867,1339,1476,2000,2321,1535
ENSMUSG00000002147,8433,5570,5723,5957,8038,6823,6581,4903,5269,8087,8836,6514
ENSMUSG00000002190,0,0,0,0,1,0,0,2,0,0,0,0
ENSMUSG00000002204,2408,2470,1831,1964,2532,2039,2414,1418,1696,2956,3502,2494
ENSMUSG00000002205,957,1119,1187,1429,978,1218,1080,886,1155,1218,1218,1286
ENSMUSG00000002210,784,798,957,837,991,853,1070,750,766,1130,835,797
ENSMUSG00000002221,1507,725,644,963,1159,1112,929,792,621,1726,1608,651
ENSMUSG00000002222,1748,2760,1457,1616,1575,1933,1901,926,986,2412,3095,3327
ENSMUSG00000002227,1648,269,454,391,1524,591,621,614,988,463,491,331
ENSMUSG00000002228,119,106,15,18,70,19,32,18,17,19,23,34
ENSMUSG00000002233,752,438,530,682,862,840,850,788,821,378,488,569
ENSMUSG00000002240,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002249,3,4,10,3,0,3,1,2,7,0,0,8
ENSMUSG00000002250,805,999,1639,1252,854,1424,1447,1420,1350,1028,1480,1227
ENSMUSG00000002257,1471,1212,1414,1605,1601,1428,1686,1242,1540,1923,2322,1548
ENSMUSG00000002265,0,0,3,0,2,1,0,0,0,0,0,6
ENSMUSG00000002266,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002274,838,265,297,375,824,483,529,302,385,432,709,327
ENSMUSG00000002279,575,674,901,928,562,664,945,628,673,703,646,741
ENSMUSG00000002280,838,961,1193,1066,1026,1080,1074,804,852,1210,1105,1137
ENSMUSG00000002289,64,19,12,33,19,52,39,17,23,42,24,51
ENSMUSG00000002297,1725,651,748,762,1666,898,933,656,719,1520,1929,656
ENSMUSG00000002307,2428,737,1137,1760,2371,1523,2242,1652,1891,1688,1563,1206
ENSMUSG00000002308,136,143,172,171,128,177,183,124,204,87,138,149
ENSMUSG00000002319,1602,1547,1909,1407,1846,2090,2570,1993,1614,1369,1510,1863
ENSMUSG00000002320,3009,2504,2864,2747,2907,2787,2870,2201,2683,2785,3027,2818
ENSMUSG00000002324,4,0,0,0,9,0,1,0,0,0,0,1
ENSMUSG00000002325,2764,1016,1200,1198,2732,2142,2042,1740,2024,2240,2380,1128
ENSMUSG00000002326,1555,1400,1277,1305,1555,1549,1783,1251,1350,1693,1662,1350
ENSMUSG00000002329,676,474,461,537,678,467,561,373,373,943,1155,593
ENSMUSG00000002332,1984,2823,3496,3501,2129,3392,3410,3071,3345,2449,2607,3422
ENSMUSG00000002341,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002342,553,625,856,637,666,903,946,679,465,759,511,705
ENSMUSG00000002343,251,303,306,202,263,302,421,185,239,172,318,407
ENSMUSG00000002345,425,426,477,357,404,422,420,312,306,542,448,520
ENSMUSG00000002346,77,49,23,68,62,102,89,26,35,67,92,62
ENSMUSG00000002365,3129,1790,2111,2049,3286,1988,1921,1650,1838,3589,4009,1865
ENSMUSG00000002372,2367,1659,1792,1918,2395,1968,2392,1544,1839,2064,2825,2098
ENSMUSG00000002379,1129,1067,1271,1321,1232,1103,1345,1015,1360,1136,977,1222
ENSMUSG00000002384,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000002393,860,808,747,674,826,1004,666,458,498,955,1066,845
ENSMUSG00000002395,1517,1631,1753,1825,1547,1640,1940,1279,1349,1938,2219,2032
ENSMUSG00000002396,584,497,669,646,544,465,608,487,496,611,905,595
ENSMUSG00000002409,221,219,248,205,236,111,203,149,100,473,494,318
ENSMUSG00000002413,726,851,1130,1138,748,1034,942,862,970,917,927,880
ENSMUSG00000002416,663,904,968,1061,829,742,847,638,806,744,802,881
ENSMUSG00000002428,1129,728,825,704,1125,739,1022,645,661,1268,1753,775
ENSMUSG00000002455,1734,1498,1499,1499,1437,1535,1779,1213,1646,1750,2428,1549
ENSMUSG00000002458,2550,2024,2174,2449,2478,2537,2401,1849,2257,2680,2847,2552
ENSMUSG00000002459,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002475,26,88,96,67,27,31,44,66,74,34,43,107
ENSMUSG00000002477,1721,880,1014,1013,1866,960,1219,973,1042,1048,1201,1038
ENSMUSG00000002486,340,172,148,139,259,246,233,211,179,314,355,250
ENSMUSG00000002489,1820,749,525,456,1684,667,598,476,671,1734,1978,532
ENSMUSG00000002496,1806,1624,2266,1814,1843,2140,1793,1768,1638,2149,2373,1670
ENSMUSG00000002500,1,6,5,5,0,8,8,3,5,8,6,8
ENSMUSG00000002504,10,5,8,16,12,1,10,2,1,13,26,9
ENSMUSG00000002524,3737,2902,3074,3423,3703,3103,3394,2733,2954,3451,3485,3285
ENSMUSG00000002546,2274,2208,2270,2285,2034,2198,2465,1928,2208,2344,2403,2344
ENSMUSG00000002550,791,789,746,842,878,847,938,619,596,1051,1111,759
ENSMUSG00000002565,67,2,5,0,37,32,23,35,64,10,5,6
ENSMUSG00000002578,0,0,0,0,0,1,2,1,0,0,0,1
ENSMUSG00000002580,903,848,1302,1349,1012,1017,1203,953,1103,973,1439,1171
ENSMUSG00000002588,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000002602,1163,433,58,95,1057,216,177,284,147,408,848,288
ENSMUSG00000002603,11331,10295,12840,13583,11591,11808,12367,11103,12959,12493,13478,12072
ENSMUSG00000002608,965,1012,876,686,868,810,1016,555,645,1233,1144,1030
ENSMUSG00000002617,169,149,139,96,151,237,229,121,179,206,244,122
ENSMUSG00000002625,584,583,504,580,650,661,735,446,502,856,1017,737
ENSMUSG00000002633,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000002635,562,543,575,530,614,690,659,514,589,671,573,585
ENSMUSG00000002658,2160,1683,1708,2068,2288,1998,1975,1654,1819,1926,1466,1973
ENSMUSG00000002660,571,690,629,687,563,727,719,576,647,506,522,620
ENSMUSG00000002661,274,287,271,226,307,223,261,189,195,296,276,358
ENSMUSG00000002664,8,0,0,1,1,0,0,9,5,0,0,0
ENSMUSG00000002668,1541,915,924,1271,1687,1221,1216,782,1029,2229,2746,1071
ENSMUSG00000002679,613,582,571,554,628,462,558,458,494,505,660,544
ENSMUSG00000002688,1,0,0,0,0,0,0,0,0,6,0,0
ENSMUSG00000002699,3398,6218,5920,6386,3211,8434,8618,5883,6839,3792,4129,7543
ENSMUSG00000002718,2546,1929,1721,1889,2563,2076,2209,1551,1887,2033,2903,1866
ENSMUSG00000002728,2323,1642,1852,2001,2362,2181,2078,1572,1755,2190,2291,1823
ENSMUSG00000002731,726,661,673,714,764,643,662,467,594,740,771,767
ENSMUSG00000002732,34,15,14,15,46,30,30,7,8,30,0,24
ENSMUSG00000002733,1164,1201,1160,1404,999,1511,1475,1055,1235,823,1075,1434
ENSMUSG00000002741,4463,3176,3681,3900,4740,3991,4466,3532,3739,3771,4584,3537
ENSMUSG00000002748,5334,3135,3592,3586,4751,4109,4091,3318,3617,4564,5035,3535
ENSMUSG00000002763,901,1298,1184,1363,1131,1148,1203,777,982,1557,1757,1368
ENSMUSG00000002767,1250,1062,1171,1281,1375,1131,1351,940,1117,1022,1276,1316
ENSMUSG00000002768,914,1196,1282,1358,991,1127,1340,1022,1148,961,1092,1306
ENSMUSG00000002769,1,7,0,5,6,6,2,6,5,1,0,6
ENSMUSG00000002771,26,7,15,28,15,15,32,10,19,30,101,8
ENSMUSG00000002778,1992,1888,2016,2030,2207,2116,2052,1595,1707,2408,1951,2245
ENSMUSG00000002781,299,238,221,395,564,182,235,132,220,275,417,319
ENSMUSG00000002791,0,0,0,13,0,1,0,0,0,2,0,0
ENSMUSG00000002797,54,153,187,174,76,246,205,102,222,90,67,178
ENSMUSG00000002799,109,69,45,16,112,28,59,44,6,116,70,73
ENSMUSG00000002803,372,118,190,172,367,123,191,122,242,310,353,161
ENSMUSG00000002804,335,312,231,260,354,284,253,211,225,433,563,390
ENSMUSG00000002808,15,10,26,25,29,15,10,6,25,14,18,40
ENSMUSG00000002812,7836,5327,6396,7224,7577,7421,7691,6046,6218,6465,5984,6559
ENSMUSG00000002814,743,418,413,445,761,578,553,406,416,589,527,480
ENSMUSG00000002820,720,810,662,708,666,787,794,677,637,636,591,789
ENSMUSG00000002825,257,231,161,218,244,273,383,186,311,232,370,198
ENSMUSG00000002831,15,4,5,3,9,16,6,8,3,6,14,5
ENSMUSG00000002833,1555,1287,1315,1528,1572,1417,1542,1045,1141,1442,1743,1343
ENSMUSG00000002835,2235,707,968,967,2143,1141,1543,958,1071,1424,2302,658
ENSMUSG00000002844,2751,2923,2792,3176,2843,2843,3162,2422,2942,2714,2964,3438
ENSMUSG00000002845,298,649,487,567,379,649,395,546,489,414,342,682
ENSMUSG00000002846,348,310,280,348,293,396,396,275,250,355,279,293
ENSMUSG00000002847,6,22,24,31,15,71,67,131,46,3,0,32
ENSMUSG00000002870,3643,1249,1761,1923,3370,2324,2430,2090,2137,2104,2072,1459
ENSMUSG00000002871,1802,1710,1802,1993,2000,1592,1911,1430,1809,2717,2720,1901
ENSMUSG00000002881,3387,3007,3256,3747,3476,4191,3883,3465,4023,3291,4297,3229
ENSMUSG00000002885,1869,2545,1364,1448,1650,1937,2058,1012,972,3789,4423,2876
ENSMUSG00000002897,2317,1268,1188,1324,2536,2525,1730,1388,1632,2834,2644,1423
ENSMUSG00000002900,30,55,22,15,15,24,67,28,17,28,41,34
ENSMUSG00000002908,16,95,34,83,22,179,103,28,81,3,17,70
ENSMUSG00000002910,362,262,285,273,465,280,315,151,214,523,556,237
ENSMUSG00000002930,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002944,23854,9173,17938,18664,23347,11876,11973,17933,20491,15078,17987,9833
ENSMUSG00000002948,1760,1652,1757,2068,1706,1944,1963,1373,1481,2022,2406,1719
ENSMUSG00000002949,1367,1420,1474,1901,1401,1534,1468,953,1089,1456,1862,1473
ENSMUSG00000002957,5254,4782,5048,5431,4615,5125,5209,3841,4432,6137,7111,5200
ENSMUSG00000002963,1301,2038,2350,2686,1436,2077,2576,1777,2115,1981,2610,2366
ENSMUSG00000002968,1538,1295,1343,1381,1571,1332,1687,1233,1366,1541,1431,1506
ENSMUSG00000002980,23,47,51,28,9,29,41,70,46,19,11,43
ENSMUSG00000002981,4875,4190,4319,5064,4580,4284,4262,3837,5253,3859,4593,4490
ENSMUSG00000002983,892,1239,1808,1885,807,1241,1259,1171,1306,1627,1438,1320
ENSMUSG00000002984,2157,2428,2585,2808,2260,2939,2961,2223,2617,1697,1858,2889
ENSMUSG00000002985,3077,1200,1026,1095,3355,990,1145,758,924,10457,12994,1344
ENSMUSG00000002992,86,155,104,66,113,87,131,37,44,231,213,176
ENSMUSG00000002996,2027,2753,2753,2874,2074,2423,2114,1905,2115,2686,3141,3160
ENSMUSG00000002997,1588,3926,3965,3966,1541,3997,4055,3735,4173,2718,2725,3950
ENSMUSG00000003031,1329,1212,1055,1222,1383,941,1106,682,792,1738,1775,1302
ENSMUSG00000003032,733,197,142,194,709,275,223,160,177,1403,1159,319
ENSMUSG00000003033,2331,1895,2222,2350,2261,2176,2264,1744,2032,2378,2372,1998
ENSMUSG00000003037,3790,3015,3005,3380,3686,4047,3727,2836,3345,3693,2302,3401
ENSMUSG00000003038,5694,1755,2181,2233,6044,1855,2342,1908,1913,4698,5483,1956
ENSMUSG00000003039,2318,2713,2745,3033,2490,2688,2759,1996,2281,2595,3020,2961
ENSMUSG00000003051,1,0,0,0,1,0,0,0,1,2,0,0
ENSMUSG00000003053,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003062,1920,1185,1535,1442,1876,1428,1743,1167,1356,1615,2298,1442
ENSMUSG00000003068,3946,3638,3814,3810,3950,3114,4051,2587,3057,3973,4205,3581
ENSMUSG00000003070,6,25,37,30,30,14,19,10,10,24,17,30
ENSMUSG00000003072,4884,4991,5146,5509,5020,5151,5811,4182,5163,4429,4973,6025
ENSMUSG00000003099,2666,3053,2880,2895,2515,3199,3379,2505,2738,2599,2705,3252
ENSMUSG00000003119,984,823,776,870,884,930,991,752,823,1244,1114,924
ENSMUSG00000003123,663,1021,738,817,587,832,846,479,583,709,615,1157
ENSMUSG00000003131,3312,2676,2916,2905,2927,3058,2706,2370,2459,2551,2305,3194
ENSMUSG00000003134,497,627,688,570,581,624,480,322,351,939,934,627
ENSMUSG00000003135,976,844,670,799,1051,853,850,607,580,1031,1297,939
ENSMUSG00000003153,434,226,243,135,293,177,160,183,141,195,408,239
ENSMUSG00000003154,1160,949,754,965,1084,901,940,666,603,1421,1342,926
ENSMUSG00000003161,2670,2937,3601,3895,2625,2743,2976,2881,3033,3451,3771,3416
ENSMUSG00000003166,1887,1386,1357,1440,1724,1554,1350,1160,1196,1693,1765,1445
ENSMUSG00000003184,975,947,1136,1336,1126,1453,1411,997,1038,1481,1772,1274
ENSMUSG00000003190,215,139,122,153,201,152,164,95,203,282,203,196
ENSMUSG00000003198,112,99,89,95,134,148,134,109,116,158,188,127
ENSMUSG00000003199,1177,1703,1574,1815,1230,1678,2079,1354,1710,1427,1286,2036
ENSMUSG00000003200,3191,2351,3229,3257,3584,2892,3041,2333,2879,4697,4346,2787
ENSMUSG00000003206,1891,4751,5109,5376,2125,4086,4230,3697,4235,2470,2328,5141
ENSMUSG00000003208,384,300,350,383,407,407,386,281,342,447,553,341
ENSMUSG00000003226,5141,2834,3202,3176,4622,4119,3180,3101,3675,4119,5667,3030
ENSMUSG00000003227,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003228,430,554,470,466,322,554,463,355,432,474,574,641
ENSMUSG00000003233,859,641,635,637,699,834,792,574,633,1017,941,820
ENSMUSG00000003234,1241,1617,1083,1231,1201,1633,1402,1324,1065,1300,1321,1756
ENSMUSG00000003235,1470,1244,1419,1450,1531,1507,1590,1237,1375,1328,1500,1292
ENSMUSG00000003269,1335,1278,1199,1352,1462,1294,1569,1096,1120,1558,2018,1515
ENSMUSG00000003271,7,21,1,1,2,4,0,3,2,3,0,9
ENSMUSG00000003273,0,5,24,24,4,5,4,4,8,3,0,23
ENSMUSG00000003279,0,0,0,0,0,0,3,0,0,0,17,6
ENSMUSG00000003282,58,18,21,58,33,25,63,38,7,25,52,15
ENSMUSG00000003283,5617,11296,11793,12319,5385,12011,13037,11141,12019,5836,5892,13136
ENSMUSG00000003299,1880,1676,1535,1665,1790,1853,1959,1519,1554,1580,1558,1879
ENSMUSG00000003308,2877,1931,1950,2071,2849,1917,2312,1853,2033,2623,3305,2112
ENSMUSG00000003309,0,6,4,1,0,6,1,2,0,35,0,0
ENSMUSG00000003316,8162,6055,6531,6580,7342,7984,6515,5611,6407,6015,7125,6415
ENSMUSG00000003341,3,11,24,11,0,9,7,14,19,3,3,67
ENSMUSG00000003344,861,556,682,666,719,461,613,431,592,817,697,649
ENSMUSG00000003345,2680,2050,2098,2417,2453,2726,2430,1750,2085,2783,3367,2520
ENSMUSG00000003346,1659,1799,1876,1887,1694,1725,1879,1644,1764,1945,1936,2143
ENSMUSG00000003348,1953,2062,1735,1989,1978,2332,2352,1710,2251,2616,3423,2096
ENSMUSG00000003352,18,37,18,33,52,17,42,35,13,31,45,57
ENSMUSG00000003354,0,0,2,0,2,0,2,10,2,2,0,0
ENSMUSG00000003355,17,91,96,143,6,99,127,94,108,21,0,90
ENSMUSG00000003360,2823,2830,2444,2822,2346,3306,3096,1969,2035,3768,3736,2965
ENSMUSG00000003363,7696,8000,9817,10382,7470,8019,8094,8090,9403,8292,8509,8158
ENSMUSG00000003378,17,7,10,0,30,31,15,8,33,40,66,38
ENSMUSG00000003379,7,6,3,0,4,0,0,1,0,13,0,1
ENSMUSG00000003380,2444,4099,4415,4710,2722,3877,4563,3435,3624,3500,3159,5337
ENSMUSG00000003382,2925,1385,1615,1690,2586,1659,1888,1633,1882,2138,2638,1626
ENSMUSG00000003402,3315,3814,4034,4482,3615,4150,4551,3708,4266,3409,4147,4229
ENSMUSG00000003410,0,1,0,0,0,0,0,0,0,0,0,2
ENSMUSG00000003411,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000003418,1,0,31,2,0,1,0,1,0,0,1,3
ENSMUSG00000003420,924,659,637,768,912,505,572,342,479,1637,2308,809
ENSMUSG00000003421,1413,1332,1307,1476,1421,1229,1318,1043,1409,1471,1650,1498
ENSMUSG00000003423,886,784,820,838,907,683,742,463,546,1224,1017,927
ENSMUSG00000003429,8347,8683,9756,10039,9260,7816,8323,7328,8251,9967,6141,9213
ENSMUSG00000003435,4243,3538,4014,3958,4222,4338,4339,3147,3451,4395,4651,4092
ENSMUSG00000003436,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003437,1631,1312,1375,1575,1641,1525,1665,1072,1213,1533,1910,1432
ENSMUSG00000003438,2149,957,1396,1472,2123,1187,1261,1294,1752,1387,1801,1469
ENSMUSG00000003444,494,464,531,564,534,464,497,416,470,472,363,524
ENSMUSG00000003452,21,31,10,14,20,35,34,12,12,14,24,40
ENSMUSG00000003458,5598,4275,5422,5539,5496,5595,5905,4722,5626,6192,7112,5166
ENSMUSG00000003464,1665,1616,1578,1736,1704,1527,1654,1378,1620,1379,1682,1567
ENSMUSG00000003469,0,0,0,0,1,0,1,0,1,7,0,0
ENSMUSG00000003476,0,0,0,0,0,0,0,0,0,0,0,4
ENSMUSG00000003477,0,0,0,0,0,1,0,0,0,0,5,0
ENSMUSG00000003484,269,409,292,295,233,394,450,180,204,197,191,477
ENSMUSG00000003500,2588,2630,3672,3986,2519,3844,4308,3613,4003,1952,1861,3249
ENSMUSG00000003505,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003518,4755,2616,2483,2306,4272,2761,3397,2434,3111,3595,4408,2135
ENSMUSG00000003526,109,129,94,50,84,38,88,100,39,133,272,38
ENSMUSG00000003527,818,427,536,525,765,682,576,408,523,829,730,515
ENSMUSG00000003528,2056,2407,2873,2871,2282,2975,2930,2075,2490,1974,1915,2440
ENSMUSG00000003531,451,359,289,313,475,313,408,233,318,450,403,475
ENSMUSG00000003534,19,24,56,47,8,9,18,10,16,2,1,25
ENSMUSG00000003541,706,1489,2345,2578,712,2307,2142,2253,2808,586,706,1703
ENSMUSG00000003545,12,7,4,0,13,6,6,3,9,9,14,5
ENSMUSG00000003546,1454,1631,1759,1763,1575,1441,1374,1157,1235,2244,2634,1928
ENSMUSG00000003549,363,350,278,314,458,368,399,376,265,372,363,339
ENSMUSG00000003555,0,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000003559,215,227,208,207,163,159,235,160,202,187,158,268
ENSMUSG00000003573,1431,979,1170,1330,1409,1451,1433,1083,1553,1953,2054,873
ENSMUSG00000003575,357,356,418,444,317,386,396,329,372,377,359,452
ENSMUSG00000003581,324,210,226,346,338,233,334,225,223,414,348,268
ENSMUSG00000003585,12,0,2,12,4,2,0,7,5,3,8,0
ENSMUSG00000003604,361,199,401,261,254,236,461,341,372,312,519,423
ENSMUSG00000003617,58,2528,1519,1476,47,2029,2103,749,1015,73,57,2566
ENSMUSG00000003623,996,705,670,625,1010,777,827,517,622,1129,1552,817
ENSMUSG00000003644,4117,5011,4752,4984,3847,4621,5107,3341,3729,5282,5033,5515
ENSMUSG00000003657,0,0,7,3,0,0,0,6,1,0,0,4
ENSMUSG00000003660,4161,2496,3304,3055,4533,3622,3071,2592,2999,3973,4847,2686
ENSMUSG00000003662,1071,864,729,1009,1139,1244,1361,642,1032,981,1534,1244
ENSMUSG00000003665,6,12,6,7,2,22,6,9,17,0,0,17
ENSMUSG00000003680,1340,1051,1107,1308,1429,1102,1196,997,1174,1466,1683,1317
ENSMUSG00000003721,815,783,726,1031,722,811,840,603,909,848,839,1157
ENSMUSG00000003731,1887,1931,2206,2293,1688,2478,2139,1782,2179,1677,2446,2063
ENSMUSG00000003746,3472,2164,3085,3050,3391,2213,2350,2052,2386,3911,4576,2132
ENSMUSG00000003752,245,154,239,208,273,232,231,191,188,386,374,257
ENSMUSG00000003762,535,649,663,668,552,584,702,510,566,691,734,658
ENSMUSG00000003778,2041,910,1291,1478,2285,1472,1429,1000,1137,2054,2463,1093
ENSMUSG00000003779,3267,581,556,710,3057,713,702,553,634,2125,2556,635
ENSMUSG00000003808,1611,1789,1948,2022,1804,2042,2261,1800,2215,1657,2151,2149
ENSMUSG00000003809,666,434,538,481,545,599,638,447,415,603,510,596
ENSMUSG00000003810,1665,1035,975,1385,1726,1604,1970,1320,1175,1819,2113,973
ENSMUSG00000003812,3277,2258,2763,2637,3129,2213,2185,1961,2272,3424,3389,2710
ENSMUSG00000003813,1994,1493,1420,1400,1938,1590,1771,1211,1582,1687,1994,2122
ENSMUSG00000003814,37088,45787,59183,63894,36441,53242,58454,54791,63374,22485,24140,50748
ENSMUSG00000003824,779,322,474,484,761,399,371,453,485,482,432,358
ENSMUSG00000003847,1425,1211,1010,1245,1320,1613,1315,1200,1130,1367,1842,1236
ENSMUSG00000003848,749,620,800,787,839,977,996,706,910,722,727,700
ENSMUSG00000003849,947,1115,1412,1478,955,1418,1700,1676,2166,1685,1555,1335
ENSMUSG00000003863,48,1056,1022,1093,65,441,485,473,491,32,9,1117
ENSMUSG00000003865,712,2022,3367,3626,767,1880,2003,2235,2711,766,754,2437
ENSMUSG00000003868,1340,1236,1161,1295,1523,1437,1432,1072,1429,1048,1110,1327
ENSMUSG00000003872,7,3,9,0,1,0,1,15,0,9,0,0
ENSMUSG00000003873,5309,6646,7371,8329,5566,6290,7522,5932,6471,6890,8083,7629
ENSMUSG00000003882,3827,580,528,800,3481,1485,1177,1459,1864,1685,1883,484
ENSMUSG00000003923,1077,467,360,566,528,637,743,414,469,794,1240,627
ENSMUSG00000003929,185,142,140,179,141,180,157,124,161,209,239,135
ENSMUSG00000003934,2,0,10,0,0,3,5,0,2,4,0,0
ENSMUSG00000003948,1977,517,587,742,2027,633,609,513,610,1790,2062,575
ENSMUSG00000003949,2,5,0,1,0,4,1,0,0,0,0,1
ENSMUSG00000003955,596,1019,2626,3041,788,1310,1439,2095,2503,499,471,1379
ENSMUSG00000003970,19151,17647,18816,20178,21153,19052,21431,16190,18471,20612,22307,21093
ENSMUSG00000003974,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003992,116,52,17,67,96,42,66,26,49,131,96,78
ENSMUSG00000004018,370,180,275,237,356,216,192,108,204,305,411,251
ENSMUSG00000004031,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004032,87,184,117,175,107,152,180,98,153,143,155,143
ENSMUSG00000004035,1,0,5,27,5,9,2,1,12,18,8,9
ENSMUSG00000004038,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000004040,3333,4181,3668,4351,3368,5173,4587,4101,4636,3223,4693,3947
ENSMUSG00000004043,756,610,926,976,661,702,715,636,719,1153,988,659
ENSMUSG00000004044,167,86,83,110,151,130,91,76,95,82,151,93
ENSMUSG00000004054,2644,2424,2319,2689,2498,2261,2477,1811,2037,3401,3610,3023
ENSMUSG00000004056,3058,2123,2342,2323,2921,2486,2513,1781,2223,3362,3116,2487
ENSMUSG00000004069,1209,1414,1148,1319,1273,1377,1489,909,1192,1058,1602,1466
ENSMUSG00000004070,4427,3376,3655,4050,4734,3836,4379,3312,3648,4586,4784,4101
ENSMUSG00000004071,632,355,412,439,602,494,453,305,318,783,912,519
ENSMUSG00000004085,1305,483,650,603,1186,770,898,815,1150,952,1125,589
ENSMUSG00000004096,2492,2310,2542,2702,2722,2430,2571,2103,2364,2861,2811,2658
ENSMUSG00000004098,10,33,39,41,6,12,19,39,38,3,1,17
ENSMUSG00000004099,8979,3318,4335,4004,8404,4960,4916,3937,4224,6690,7214,3454
ENSMUSG00000004100,896,929,1270,1101,1152,1511,1711,1065,1170,822,994,1243
ENSMUSG00000004105,2305,304,275,373,2095,623,577,599,752,997,788,258
ENSMUSG00000004110,0,0,1,0,0,1,0,0,0,0,0,0
ENSMUSG00000004113,22,0,40,84,207,23,4,9,30,9,75,3
ENSMUSG00000004127,272,245,157,129,208,188,245,202,185,123,428,186
ENSMUSG00000004151,607,609,414,430,647,745,553,533,550,824,830,721
